x1,x2,x3,x4,x5
3.01768911238736,3.143182951655629,3.178814472693246,3.1048364532425157,2.8440362616597348
2.7488268461299423,3.0252906610012085,2.847044906213773,2.722169370144117,3.273040261693628
2.925591886915053,2.9746795099930283,3.1782439890046845,2.7092693624301667,2.951860798371069
3.0506464030569767,3.4267345824441637,2.8499279987235053,3.2441992408343228,2.7951964852364246
3.2934251078785697,3.0041910881994003,3.3374569927455067,3.0334244266397845,2.9236065060205507
3.0080472235122873,3.1693284837421527,3.440301653042786,2.8799960046626363,3.0535570431366033
3.4245460314075773,3.435927839860142,2.6936661761719742,3.4596859789544694,3.0885025912084036
3.354027550894298,2.9906976352926136,3.0376646229348414,3.5778473944049765,3.545056785223955
2.7407721156846385,2.9214706247467768,3.2426358243846085,3.502541780856557,3.6477360339166482
2.6883998462073104,3.134994910778261,2.987742269967712,3.240643476773329,2.941869198816814
3.074044907461932,3.202244222516057,2.8821448462544086,2.996303985273869,2.6558721478203964
2.9575293828120492,2.4340171790176512,2.670374707101754,3.4647623234792,3.255262671529204
2.689842352340357,3.0536584766668167,3.066734180879854,3.1201124909268954,2.7432209204435654
3.0834299930272415,2.9501883971383402,2.6585828931005513,2.8709846349181114,3.4801699660794068
2.734061865415469,3.317177213253958,3.066818804655286,2.004523984938673,3.3226107676475705
3.4842017085254886,3.0001702173442713,3.2280599751341787,2.733755087823622,3.331607078049644
2.4326062495882375,2.643304017083777,3.1875079501922534,3.788007027913784,2.853091780304991
3.533220211531377,3.1889220861477234,3.110212046278673,3.150951321371597,3.8641757408201376
2.9271963531009537,2.952551072966124,3.136267574395688,2.964579523177975,3.247128008502036
2.4795087923869024,3.0442273853332162,2.1912192206379815,3.408650097341811,2.8533270624471787
3.286835800078438,3.1479412165235012,2.821232968981467,2.9191490328571046,2.7136508787073215
2.531512569672518,3.0039374593003894,3.1179351876497994,2.6109585855829263,3.272922183386755
2.939092204182686,2.9167418089281933,2.9338879941677516,3.1738758832548277,3.205704078725878
2.921960299497663,2.782137228937471,2.8737538541166647,3.319622446899383,3.239879756342086
3.022901312757232,3.3927703118587655,2.869717457672678,3.223887187613666,3.0577930828441504
3.6632807810821113,3.4572649432898888,2.721586578346047,3.627144886511068,3.359185899346408
3.162814599532369,3.1824716115664518,3.054783483106172,3.5837884183114075,2.57318336718899
3.279722963698603,3.1200181485889065,2.3886082585427766,2.191195823338576,2.5138012839586015
3.5216052569879617,2.932391755122244,3.147256900272256,3.5137253372460013,2.9586879309415006
2.5592426431407436,3.107992612744639,2.536810164854687,3.5023735476453437,2.9087830700428423
3.1427022246766922,3.217016870385906,2.846477137679545,2.687887695777089,3.0532216417717386
3.32386843869562,3.2417818454568503,3.0752034473816203,2.920707056343979,3.147884046854848
2.693709175579941,2.752503700299958,3.6048339456965426,2.973969512906424,3.290998283719523
2.932271990608426,2.431084366337173,3.785907409509247,3.303211213895903,2.787889800538185
3.637120976764847,2.8302994318765027,2.885795820461054,3.7491184899401584,2.9672039290301626
3.7748083087614344,3.234962070845374,2.9612715037223385,2.739969462673301,3.3200881476308597
3.3259545406738473,2.960068122900606,2.3713591382724393,3.463047081673974,2.6750233829860806
3.604527641842684,2.6794919384455396,3.081116099516539,3.301990389295244,3.130205736230579
2.7816569907733406,2.315848927982583,3.1344820769490545,2.6299468907369246,2.691382852146919
3.3467281366473616,2.2552207350972178,3.047049652266423,2.4969827802137705,3.768141959114671
2.420699875996349,2.8610542390072236,3.016399644696613,2.3794511088215744,3.5508227696980326
2.9319992976386793,3.0940275118027096,3.4950832104241996,2.9985103552504095,2.9172145998388386
2.4793729063612817,2.4715048874874173,3.3069023410264706,3.2051341970479728,2.7996758283337
3.225625330910157,3.2490535247593666,2.9573231927889547,2.744963801189115,2.943390903367662
2.3709302605856233,3.108554224635812,2.7011200377019025,2.7285224037593023,2.642080114864638
2.9299451146136644,2.5414581057571293,3.1134986322197693,2.6245893579030164,3.2438915095054726
2.5088061450643107,2.887069912338352,2.565075826900958,3.1678976412807094,3.121662911006907
2.4000936491821827,2.4887816523224693,3.679512993073806,3.267651981346571,2.342578583429108
3.153218900825736,2.767774997829194,2.2373679781612466,2.8197427333166485,2.734471406563852
3.063934745273223,2.994707356012395,3.2336166873316214,2.6919707596293088,3.051709831251353
3.041496393149888,2.79808091067158,3.3677774182540485,2.811018427532332,1.8689253702843984
3.6193091252526655,2.983396561828848,3.3883109760223826,2.4784533809866374,2.9490879155244993
2.9598426133329356,3.1115601314367396,2.304404305270973,2.1488589697198464,3.1326266469665183
2.605352707410794,3.1027078521994027,2.447502119502588,3.976688456358968,2.52049249140942
2.6866728280104426,2.832762367616051,3.1621144895234865,3.125622356931327,3.061511969601609
3.163865500136125,3.2080396248709246,2.6354846482211647,3.0774341540311942,2.301176443938261
3.2816936321191985,2.8159286820385674,2.870444315346733,3.2317382247787196,3.044734168521871
3.8361376329745056,2.900101546965592,2.895102971443879,2.754026954547831,3.2835265535443976
3.537118375235523,3.4659389924256634,2.6903374061955527,3.04572081641173,3.632765252230896
2.3010936755720905,2.828224854515448,2.398996657601998,3.1581323711692653,3.431803822018843
2.746478961023653,2.8334142126752337,3.1835098992609714,2.970774536976701,3.250738811140861
2.913079497582872,3.034150676782142,2.7185087737788796,2.533144693456448,3.0948543330512
3.4077944510262874,3.168577702330189,3.401108960468777,3.4054472460019274,2.349453208235786
3.3483937154668286,2.712962787482079,2.8764288649401073,3.317307186918349,2.859412809479706
2.8306517324570857,3.076583203504907,3.2153253738230374,2.7019560486449654,3.43635651369361
2.6800974102477637,2.933849395990427,2.8931043167171206,3.3628941984535783,2.841389864046467
2.3954968730791166,3.613707519417992,2.90429973833826,2.7320067561992243,3.6458804126424558
3.0072290128779406,3.3454397533457776,2.9436331274127596,3.0979925273506392,3.0466794209465475
2.6948086818313723,3.0377638402643092,2.4469725440948302,2.6141357029029826,3.2597282200652438
3.3494425650016244,3.101672746224268,2.0586863910345485,3.133958455866852,3.4198794522253397
2.4795078168214117,3.5465738461318717,2.936179539999065,3.408613990100987,2.5211824477121016
3.395907249649952,3.006687131591862,3.2595302628523073,3.420086348633586,3.157149081585777
3.2855617794228067,3.098463086832392,3.4330999760271905,2.6802130287140806,3.0799697945948026
2.9867505499691527,3.2142951399421453,3.3792118834768754,3.6835896811758455,3.385830525491561
3.1152370722376044,2.714893476101155,3.1597388102202517,2.6291652762463222,3.140550487290298
3.4460014985195553,3.381362947859907,3.0174458884333126,2.984944686648919,3.164031777918665
3.0010459081865406,2.4465697586937627,3.0268585652859605,2.454070121209887,2.728914964451849
3.344285148039774,2.5164190331733716,3.0038958970938254,2.6793255371971387,3.0377529838060675
2.990144255907737,3.207224224703201,3.0132656715511925,2.464591502164056,3.4026825572944692
2.947877703102682,3.12375451546328,3.4697101294383064,2.8853307891576345,3.4182870801709337
3.449320627511517,2.049322624595852,3.1153881943529202,3.252569016966667,3.5504303135839015
2.735192764619355,2.847084704329203,2.7420515415768514,3.599559021877894,3.2102728050040006
2.7773047162566358,2.978997146608963,3.230205341722375,2.854263493632049,3.517899950569684
2.899010687488173,3.2819516484453577,3.0150361137111803,3.20754859588589,2.6134332404604192
2.40874068003099,3.3506231177296693,3.5380891436138158,3.033255544492676,2.992674288987385
3.3463757533269773,2.917003100877447,3.0919587627443845,3.2042332489052257,2.912470511912831
2.4085229682094775,3.065463820289544,3.1731407085112493,3.6087613793180386,3.1141547194488477
3.4319135050289225,3.3839251880526264,3.2363311993841886,3.0963269683193246,2.521814113470162
3.53935266695365,2.7091367956925256,3.1824460043534617,2.847992956771489,2.940622369793242
4.069699428983598,2.949933509438955,2.5875575562666713,3.6037376900466187,3.20502678409222
3.1847022859551952,3.6687720262034995,2.3665219745823074,3.2096452071761927,2.486038232793906
3.354100842903473,3.5512868136093947,2.9185523954641095,3.3977642214124475,2.7248193844463557
3.097751784553399,2.9667232476416503,3.2910312855181347,3.4283950106617467,3.0531251520900047
3.409424663228446,2.1826816585998396,3.0392932261092165,3.4150192739829106,2.722733055043012
3.1704523286889588,2.7219377931522266,3.308944021991565,2.8388550040105645,3.2614315334145303
2.8470150681340547,3.4232257772885277,2.943807735405859,2.6075241676264564,2.379635969915757
3.208527102069747,2.960690330582512,3.0886245143862525,3.084147768282043,2.61728963759064
3.7211662209141303,2.411411205415143,3.0482908141264264,2.445362018501899,3.3508873821328975
2.2196652343760537,2.7560416491211357,3.281112465684778,2.7277928335842345,2.3009145933258064
3.49375836673188,1.855513190231022,3.305540359541535,2.4354495967238723,2.764528476735797
