x,y
10.70522972846478,8.119632636831776
8.934888793323067,10.490133136075581
11.167741974080625,8.99783496631834
9.696712971599249,5.796868256770394
9.38712198402999,12.192665919221643
9.933030645825538,8.824134692835694
9.548228065630658,12.583162606328418
9.692867267593119,9.23100068824902
11.546291272517774,13.820782981225106
10.273075021658556,11.739072364663787
11.054106726037405,11.277159837356999
10.831436691081526,8.379088192483332
9.549041587903284,7.828214976830321
8.989770188719872,11.571152286935837
9.39064726941691,9.757393860082082
8.021098665773927,9.557254262842232
9.505112061417725,6.93161465569872
9.877221031243081,11.606412053917246
10.486646945987015,10.004929270927345
10.200554803993928,8.476598366804994
8.778353185058187,8.605064271995516
10.405742016391212,9.32294169654797
9.991634577129236,10.586453439218186
10.291972988588725,14.14369819086717
11.5826063319194,11.69522048948052
9.26546581234744,7.758578470955527
9.43568442809876,13.020198167691895
10.756120573211025,10.051412863018136
11.240891919489412,11.542748724346097
10.756174808500113,12.590531635384476
10.562052782508614,8.661629247472643
9.062188699622608,10.5443350618819
10.570802427622034,12.454833958016831
9.835179023037172,10.078791130893466
10.141084825423272,7.924481534610292
9.41228467442458,10.811360355132681
9.224160285493308,12.01299646180266
10.73519807655359,6.3226823241592225
9.910883625595039,9.301349527959387
8.864412841563656,8.549378483878428
9.512896070172756,12.17413490858172
10.570853092977018,12.876854098430176
9.232151048456439,9.45482289778914
9.142616671657061,8.731338624387329
10.116277509002167,13.61498637996251
9.103846771994203,11.992214438838094
10.83287416423308,10.313562042416827
10.729108026083061,9.419744339249656
9.035880024845303,8.12147327214712
9.731881771847611,10.657141136542062
8.601422031194858,11.11207134305666
11.83727832655577,11.233678537069462
10.024142130876294,9.957346548974428
8.683384348494485,10.310988829867
8.864803883423352,10.738107631418364
10.878841486655073,9.259237206688931
10.354436559586013,8.726566877448532
10.197099549539224,11.754115496261672
9.764904478222151,7.625447595237318
8.568076408771402,13.393799997943248
9.609600638702933,9.522324611966889
10.52906833670277,10.209140567764212
9.808916843114062,12.786334490291356
10.353369645265312,11.407016456607927
9.601245563944254,10.821593620346967
9.222152055468348,8.272588544600922
10.227466759211689,8.689812320585101
10.22872701582221,11.31800301088697
11.277013711353469,9.049181882315116
9.74968411973355,12.630752429999614
10.092075877096995,8.573774968284951
10.235300371957774,12.195025641597336
9.850036707384033,10.963970633790854
11.092157855468692,10.790284372505198
10.101333869452784,9.584881493492482
10.200624123060265,10.43962303318207
8.672853446035088,7.554536732003316
10.118753135926553,8.233905610968128
9.624756420180885,10.959307019602864
9.898759297650962,12.385479935430597
9.862846831827023,10.03518834114885
10.498138394926347,10.232141214612728
9.3647190463214,11.152945574697053
9.225699366374744,12.639063074513079
9.80597232212799,10.137225213736915
9.946881722836983,8.183093118167482
10.051553206118113,8.716872905710755
11.040811238228637,10.698165364649682
9.567798417037404,10.532405084107541
10.098979468051258,9.321694590583144
11.032085469311427,10.161878905145976
9.746193972542622,12.416822168829132
8.191889349599334,9.049723958808787
9.308408763636043,9.049241954814207
10.27689187317156,9.38542601081168
9.978809418998036,10.306906116884118
9.910821267320218,10.345686356687162
7.7152990935135,10.341246801218286
9.921616703444,9.533569993604164
9.845888720132749,9.408917368852043
9.577075664345076,11.21816885751851
10.486699426829922,13.81172784816755
9.85386768399337,9.989075520961087
9.352780163974623,9.850139003999118
10.197059004482615,9.835104364995557
10.40990257381749,11.003795523273384
8.998678636523822,9.523898123487921
11.139992633154414,8.841080255885904
10.261360515935047,11.552018525370507
10.002577513800434,8.681399688565689
9.60972169240839,7.8251180389593475
9.744281951830267,9.575295354015571
8.996809285540449,11.656883147207513
9.027948813674612,8.50102733522601
10.087720765623601,7.856841368716058
10.533065725640915,7.227955682253921
10.048640696395633,9.57250253422847
9.692997909365934,10.55871929955099
9.862578940056606,11.788307325469123
9.859206283934135,11.02895986533948
10.197751370513432,10.503809217640441
9.311060312569765,10.432960635501896
9.774463350100833,10.7549589803764
8.477957288996471,11.092037302372573
10.256994821577836,7.462344264407459
10.590475702559365,13.22668522822385
8.80353826296317,8.81796030829279
9.943019057243568,11.28637026913326
10.081528508337394,11.023129717638312
12.092064115782138,10.051343052393657
9.887396632665546,9.98938259602064
9.587377230544682,9.789644723688292
9.749857911709078,11.714960479892166
10.201244732327403,11.101485076879248
10.297111842346702,12.111345446921513
9.062031492027234,7.898355910267842
9.569576463230202,12.439366916817587
9.526508147223453,7.712649235197791
8.995757757714223,12.19039524956496
9.528495888783873,8.499186282573609
9.162554107793786,7.832875569228751
9.673891252773142,7.370559855467826
9.517372642744293,9.385279871371258
10.886242347126737,7.135711322541191
10.196599523169839,7.6979679406096615
10.47257138845428,8.138449654440402
9.379433481634138,11.655550202667749
10.491995931627224,6.668026616845141
10.293940428060163,13.248981851773493
10.579658286004983,10.278071094874624
9.413816374119662,11.325113863843617
10.432129606387331,8.858316439997788
10.930980744983273,9.750561565196062
10.530761362243574,8.780043615260837
9.910595141304212,10.59346639233434
